url,episode_count,episode_ids,episode_title_sample,verification_status,evidence_notes
https://journals.sagepub.com/doi/10.1111/j.1467-9280.2007.01867.x?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,2,dr-ellen-langer-using-your-mind-to-control-your-physical-health-longevity;essentials-science-mindsets-health-performance-alia-crum,Essentials: Science of Mindsets for Health & Performance | Dr. Alia Crum,verified-study,84 名女性客房清洁员；研究支持待检验的 mindset/placebo 假说，不证明信念可替代运动、医疗或疾病治疗（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://journals.sagepub.com/doi/10.1177/0146167219861438,2,essentials-how-to-set-and-achieve-goals;the-science-of-setting-and-achieving-goals,The Science of Setting & Achieving Goals,verified-study,结论针对身体活动与自我调节情境，不等于 30–60 秒注视规则能普遍提高目标达成或治疗 ADHD（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://journals.sagepub.com/doi/10.1177/0956797617694868?url_ver=Z39.88-2003&rfr_id=ori:rid:crossref.org&rfr_dat=cr_pub%20%200pubmed,2,essentials-understand-and-mprove-memory-using-science-based-tools;understand-and-improve-memory-using-science-based-tools,Understand & Improve Memory Using Science-Based Tools,verified-study,多个现场与实验研究及汇总分析支持记忆—注意权衡；不应简化成拍照必然改善或损害总体记忆（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://journals.sagepub.com/doi/10.1177/15579883211008339,2,essentials-benefits-of-sauna-and-deliberate-heat-exposure;the-science-and-health-benefits-of-deliberate-heat-exposure,The Science & Health Benefits of Deliberate Heat Exposure,verified-study,30 名年轻男性、4 次桑拿、每次 1 分钟冷水；不支持激素优化或人人适用的冷热协议（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://pmc.ncbi.nlm.nih.gov/articles/PMC3075820/pdf/nihms-256124.pdf,2,essentials-the-biology-of-aggression-mating-and-arousal-david-anderson;essentials-understanding-and-controlling-aggression,Essentials: Understanding & Controlling Aggression,verified-study,这是动物神经回路结果，不能为人类攻击行为、激素操纵或治疗方案提供直接依据（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://pmc.ncbi.nlm.nih.gov/articles/PMC5915631/pdf/SMJ-59-170.pdf,2,accelerate-learning-and-increase-cognitive-capacity-tommy-wood;peptides-the-science-uses-and-safety-abud-bakri,"Peptides: The Science, Uses & Safety | Dr. Abud Bakri",verified-review,该文是人物传记性资料，不是肽类疗效或安全性研究（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://pmc.ncbi.nlm.nih.gov/articles/PMC7381101/pdf/nihms-1543163.pdf,2,how-to-use-exercise-to-improve-your-brains-health-longevity-performance;the-best-vitality-and-health-protocols-rhonda-patrick,The Best Vitality & Health Protocols | Dr. Rhonda Patrick,verified-review,综述整合动物、影像和行为证据；不证明某个意志力练习会增大 aMCC 或保证目标成功（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://pmc.ncbi.nlm.nih.gov/articles/PMC7899581/pdf/nihms-1657315.pdf,2,essentials-the-biology-of-aggression-mating-and-arousal-david-anderson;understand-what-pets-actually-want-need-dr-karolina-westlund,What Pets Actually Want & Need | Dr. Karolina Westlund,verified-study,研究对象为小鼠社会行为；不能直接转化为人类性行为、攻击行为或宠物行为建议（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://pubmed.ncbi.nlm.nih.gov/21574706/,2,essentials-food-supplements-brain-health-cognitive-performance;essentials-science-mindsets-health-performance-alia-crum,Essentials: Science of Mindsets for Health & Performance | Dr. Alia Crum,verified-study,46 名成人、同一 380 千卡奶昔、短期标签操纵；不能推出心态可覆盖营养、长期体重调节或饮食障碍治疗（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/cell-metabolism/fulltext/S1550-4131(18)30253-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1550413118302535%3Fshowall%3Dtrue,2,dr-casey-means-transform-your-health-by-improving-metabolism-hormone-blood-sugar-regulation;the-best-vitality-and-health-protocols-rhonda-patrick,The Best Vitality & Health Protocols | Dr. Rhonda Patrick,verified-study,6 小时进食窗、晚餐前置、5 周、前驱糖尿病男性；不等于普遍禁食处方，需考虑低血糖、药物、营养和饮食失调风险（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/cell-metabolism/fulltext/S1550-4131(19)30248-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS1550413119302487%3Fshowall%3Dtrue,2,essentials-the-science-of-eating-for-health-fat-loss-and-lean-muscle-layne-norton;how-our-hormones-control-our-hunger-eating-and-satiety,"How Our Hormones Control Our Hunger, Eating & Satiety",verified-study,每种饮食约 2 周且在住院供餐条件下比较；支持食物环境/可食量机制，但不等于所有加工食品均有同效应或替代个体化营养管理（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/cell-reports-medicine/fulltext/S2666-3791(21)00266-4?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2666379121002664%3Fshowall%3Dtrue,2,guest-series-dr-andy-galpin-maximize-recovery-to-achieve-fitness-and-performance-goals;using-deliberate-cold-exposure-for-health-and-performance,Using Deliberate Cold Exposure for Health and Performance,verified-study,选定的年轻男性冬泳者样本，暴露是长期习惯且含桑拿等复合因素；不能直接证明 11 分钟冷水协议、减脂疗效或人人适用（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/cell-reports-medicine/fulltext/S2666-3791(22,2,dr-elissa-epel-control-stress-for-healthy-eating-metabolism-and-aging;dr-sara-gottfried-how-to-optimize-female-hormone-health-for-vitality-and-longevity,Dr. Sara Gottfried: How to Optimize Female Hormone Health for Vitality & Longevity,pending,数据质量标记：链接中的期刊文章编号被截断或疑似不完整，需先修复原始 URL 后再核验。
https://www.cell.com/cell-reports/fulltext/S2211-1247(20)30530-1?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2211124720305301%3Fshowall%3Dtrue,2,essentials-how-to-focus-to-change-your-brain;essentials-how-your-nervous-system-works-changes,Essentials: How Your Brain Works & Changes,verified-study,脑机接口任务与皮层电极样本高度特殊；支持离线巩固机制，不等于固定学习时程、午睡或睡眠协议（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/cell-reports/fulltext/S2211-1247(21)01013-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2211124721010135%3Fshowall%3Dtrue,2,essentials-using-light-to-optimize-health;using-light-sunlight-blue-light-and-red-light-to-optimize-health,"Using Light (Sunlight, Blue Light & Red Light) to Optimize Health",verified-observational,人体部分是问卷/相关分析，不能为日晒、UVB 或“睾酮优化”提供因果处方；皮肤癌和光损伤风险优先（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/cell-reports/fulltext/S2211-1247(21)01373-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2211124721013735%3Fshowall%3Dtrue,2,the-best-vitality-and-health-protocols-rhonda-patrick;transform-metabolic-health-longevity-unique-biology-michael-snyder,Transform Your Metabolic Health & Longevity by Knowing Your Unique Biology | Dr. Michael Snyder,verified-study,13 名成人结合多导睡眠图与高时间分辨率呼气代谢组；支持睡眠状态与脂肪酸氧化、TCA 循环等代谢特征的关系；不等于个体化代谢协议，且样本、呼气代理指标和商业利益冲突需注意（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/cell/fulltext/S0092-8674(09)00916-7?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0092867409009167%3Fshowall%3Dtrue,2,essentials-the-biology-of-aggression-mating-and-arousal-david-anderson;male-vs-female-brain-differences-how-they-arise-from-genes-hormones-dr-nirao-shah,Male vs. Female Brain Differences & How They Arise From Genes & Hormones | Dr. Nirao Shah,verified-study,小鼠研究观察到性别差异的芳香化酶神经通路及新生期雌激素对部分领地行为的影响；不能外推为广泛的人类性别差异、性取向解释或激素治疗（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/current-biology/fulltext/S0960-9822(16)31522-6,2,dr-satchin-panda-intermittent-fasting-to-improve-health-cognition-and-longevity;how-to-grow-from-doing-hard-things-michael-easter,How to Grow From Doing Hard Things | Michael Easter,verified-observational,研究把自然光、减少电灯/电子设备、户外生活和自选作息捆绑在一起；不能直接换算成固定晨光分钟数，也不能外推为失眠或昼夜节律障碍治疗（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/iscience/fulltext/S2589-0042(22)01141-5,2,dr-layne-norton-the-science-of-eating-for-health-fat-loss-and-lean-muscle;fitness-toolkit-protocol-and-tools-to-optimize-physical-health,Fitness Toolkit: Protocol & Tools to Optimize Physical Health,verified-study,25 名成人、延长且技术控制的坐姿收缩范式；结果支持特定肌肉氧化代谢机制，但不证明普遍桌面运动、减重或糖尿病治疗效果，真实生活复制和可推广性仍待研究（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/iscience/fulltext/S2589-0042(22)01141-5?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS2589004222011415%3Fshowall%3Dtrue,2,dr-casey-means-transform-your-health-by-improving-metabolism-hormone-blood-sugar-regulation;transform-metabolic-health-longevity-unique-biology-michael-snyder,Transform Your Metabolic Health & Longevity by Knowing Your Unique Biology | Dr. Michael Snyder,verified-study,25 名成人、延长且技术控制的坐姿收缩范式；结果支持特定肌肉氧化代谢机制，但不证明普遍桌面运动、减重或糖尿病治疗效果，真实生活复制和可推广性仍待研究（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/neuron/fulltext/S0896-6273(20)30532-8,2,essentials-how-to-control-your-sense-of-pain-pleasure;how-to-control-your-sense-of-pain-and-pleasure,How to Control Your Sense of Pain & Pleasure,verified-study,研究显示刺激强度和身体位置可招募不同自主神经通路并产生不同炎症效应；不是人类疼痛/愉悦干预试验；保留 URL 与 Episode 标题错配，不能支持家庭电针或疼痛处方（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.cell.com/neuron/fulltext/S0896-6273(22)00198-2?_returnURL=https%3A%2F%2Flinkinghub.elsevier.com%2Fretrieve%2Fpii%2FS0896627322001982%3Fshowall%3Dtrue,2,essentials-control-sugar-cravings-and-metabolism-with-science-based-tools;essentials-understand-and-mprove-memory-using-science-based-tools,Essentials: Understand & Improve Memory Using Science-Based Tools,verified-review,是整合性机制综述，不是压力管理或增强记忆的临床处方（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/229244a0,2,dr-noam-sobel-how-smells-influence-our-hormones-health-and-behavior;essentials-how-smell-taste-pheromones-shape-behavior,"Essentials: How Smell, Taste & Pheromones Shape Behavior",verified-observational,研究报告共同居住/社交互动与月经周期变化的关联，不是信息素鉴定研究；历史解释与复制争议需保留，不能据此支持人类气味调节激素的因果主张（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/35006555,2,biological-influences-on-sex-sex-differences-and-preferences;how-hormones-shape-sexual-orientation-and-behavior-marc-breedlove,How Hormones Shape Sexual Orientation & Behavior | Dr. Marc Breedlove,verified-study,该研究由 Andrew Huberman 合著，使用间接的产前雄激素指标；不能作为个体诊断、性取向因果解释或生物本质主义论据（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/nature03687,2,expand-consciousness-dr-christof-koch;how-hormones-status-shape-our-values-decisions-dr-michael-platt,How Hormones & Status Shape Our Values & Decisions | Dr. Michael Platt,verified-study,癫痫临床样本与高度特定任务；支持稀疏/抽象表征线索，不等于存在一个普遍的“祖母神经元”或学习处方（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/nature09736,2,male-vs-female-brain-differences-how-they-arise-from-genes-hormones-dr-nirao-shah;understanding-and-controlling-aggression,Understanding & Controlling Aggression,verified-study,激活与沉默结果均来自小鼠；不能直接转化为人类攻击、性行为或激素干预建议（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/nature13793,2,essentials-build-maintain-repair-gut-health-justin-sonnenburg;how-foods-and-nutrients-control-our-moods,How Foods and Nutrients Control Our Moods,verified-study,结果不支持“所有代糖都有害”或统一禁用；产品、剂量、个体反应和后续人体证据必须分开评估（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/nature16961,2,essentials-machines-creativity-love-dr-lex-fridman;using-ai-to-increase-your-intelligence-and-enrich-humanity-fei-fei-li,Using AI to Increase Your Intelligence & Enrich Humanity | Dr. Fei-Fei Li,verified-study,这是人工智能能力研究，不是提升人类智力的干预试验；只能作为 AI 能力背景，不能支撑消费级 AI 普遍增强智力的主张（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/nature25770,2,essentials-the-science-of-emotions-relationships;the-science-of-emotions-relationships,The Science of Emotions & Relationships,verified-review,这是证据综合与政策/干预框架，不是单一干预试验；不能推出统一的青春期脑或育儿处方（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/nrn2576,2,how-to-prevent-treat-colds-flu;using-your-nervous-system-to-enhance-your-immune-system,Using Your Nervous System to Enhance Your Immune System,verified-review,机制综述不能证明呼吸、冷暴露或补剂能够预防感染；具体健康建议需依赖人体临床证据（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/s41586-022-04907-7,2,dr-david-yeager-how-to-master-growth-mindset-to-improve-performance;how-to-enhance-performance-and-learning-by-applying-a-growth-mindset,How to Enhance Performance & Learning by Applying a Growth Mindset,verified-study,约 30 分钟、自助在线模块，效果依赖情境与双重思维靶点；不能简化为积极思考普遍有效或治疗焦虑（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/s41598-020-63980-y,2,how-to-use-music-to-boost-motivation-mood-and-improve-learning;optimizing-workspace-for-productivity-focus-and-creativity,"Optimizing Workspace for Productivity, Focus, & Creativity",pending,
https://www.nature.com/articles/s41598-025-09785-3,2,peptides-the-science-uses-and-safety-abud-bakri;red-light-to-improve-metabolism-and-harmful-effects-of-led-glen-jeffery,Using Red Light to Improve Metabolism & the Harmful Effects of LEDs | Dr. Glen Jeffery,verified-study,受控 15 分钟胸部暴露、特定波段与视觉结局；不能外推为代谢、认知、长寿或疾病治疗，也不能据此制定消费级红光设备剂量（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.nature.com/articles/tp201546,2,optimize-and-control-your-brain-chemistry-to-improve-health-and-performance;using-deliberate-cold-exposure-for-health-and-performance,Using Deliberate Cold Exposure for Health and Performance,pending,
https://www.sciencedirect.com/science/article/abs/pii/S0013935121010781?via%3Dihub,2,essentials-how-hormones-shape-sexual-development;how-to-optimize-fertility-in-males-and-females,How to Optimize Fertility in Males & Females,verified-review,混合体外实验与观察性人体研究，不能推出个体生育损害、手机放置距离或统一规避协议（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.sciencedirect.com/science/article/abs/pii/S0022437520300694?via%3Dihub,2,essentials-using-light-to-optimize-health;using-light-sunlight-blue-light-and-red-light-to-optimize-health,"Using Light (Sunlight, Blue Light & Red Light) to Optimize Health",verified-observational,特定光谱、照度、班次和工作环境下的结果，不能外推为一般睡眠、健康或生产力协议；反应速度与准确性可能存在权衡（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.sciencedirect.com/science/article/abs/pii/S0091305799000945?via%3Dihub,2,leverage-dopamine-to-overcome-procrastination-and-optimize-effort;tools-to-enhance-working-memory-attention,Tools to Enhance Working Memory & Attention,verified-study,20 名健康成人、单次高剂量、选定的多任务范式；不能据此推荐补剂剂量，也不能替代 ADHD/认知障碍评估与治疗（证据台账回链；来源题名与 Episode 主题仍需分别解读。）
https://www.sciencedirect.com/science/article/abs/pii/S0149763411000492?via=ihub,2,essentials-using-play-to-rewire-and-improve-your-brain;using-play-to-rewire-and-improve-your-brain,Using Play to Rewire & Improve Your Brain,verified-review,PubMed/期刊书目已核对：以哺乳动物、尤其幼年大鼠模型为主的社会游戏神经生物学综述，讨论丘脑、额叶/纹状体及多巴胺等候选机制；不能推出成人创造力、心理治疗或固定游戏处方。
https://www.sciencedirect.com/science/article/abs/pii/S0278584611000650?via%3Dihub,2,essentials-the-science-and-treatment-of-obsessive-compulsive-disorder;the-science-and-treatment-of-obsessive-compulsive-disorder,The Science & Treatment of Obsessive Compulsive Disorder (OCD),verified-review,PubMed 已核对：OCD 营养补充剂机制与临床证据综述；早期临床线索有限，作者要求更大样本随机安慰剂对照试验，不能把 NAC、肌醇、甘氨酸或植物成分写成自行治疗方案，也需考虑药物相互作用。
https://www.sciencedirect.com/science/article/abs/pii/S0301051104000973?via%3Dihub,2,essentials-the-science-and-process-of-healing-from-grief;the-science-and-process-of-healing-from-grief,The Science & Process of Healing from Grief,verified-study,PubMed 已核对：35 名丧亲者纵向书写研究，连续 3 周每周写作并随访；情绪披露组相对对照组没有总体差异，但基线 RSA 较高者可能获益更多。小样本、调节性探索，不能承诺写作治疗哀伤。
